,complexTypeName,complexType,complexName,complexNo,totalHouseHoldCount,totalDongCount,useApproveYmd,minArea,maxArea,minPrice,maxPrice,minLeasePrice,maxLeasePrice,leasePerDealRate,isaleDealRestrictionCode,rebuildMembershipTransYn,livingResidenceYn,latitude,longitude
0,아파트,A01,신촌다올노블리움(도시형),116418,29,1,20170317,15.95,43.55,20000,39000,0,0,0.0,N,N,N,37.556041,126.940979
0,아파트,A01,신촌예스(도시형),110931,43,1,20150430,22.0,23.65,0,0,0,0,0.0,N,N,N,37.556179,126.941084
0,아파트,A01,신촌포스빌(주상복합),8764,350,1,20040731,37.3,78.2,27000,38000,25000,25000,0.0,N,N,N,37.556279,126.942112
0,아파트,A01,신촌피엘에이(주상복합),150399,16,1,20220613,21.27,24.93,0,0,0,0,0.0,N,N,N,37.555401,126.934067
0,아파트,A01,위드(도시형),119002,25,1,20131017,21.35,33.14,0,0,0,0,0.0,N,N,N,37.554615,126.934406
0,아파트,A01,현대벤처빌(주상복합),11091,203,1,20021218,35.56,118.35,22000,65000,0,0,0.0,N,N,N,37.553735,126.936761
0,아파트,A01,대흥세양,1146,126,1,20000318,80.62,153.55,120000,138000,85000,85000,0.0,N,N,N,37.544455,126.944848
0,아파트,A01,대흥태영(마포태영),1147,1992,16,19991120,83.98,142.97,103000,225000,53000,110000,0.0,N,N,N,37.544731,126.942547
0,아파트,A01,동양엔파트,24940,165,3,20070406,105.96,108.12,128000,150000,85000,85000,0.0,N,N,N,37.547966,126.940487
0,아파트,A01,마포그랑자이,114542,1248,18,20200221,80.85,153.77,132000,320000,27000,110000,0.0,N,N,N,37.55555,126.94451
0,아파트,A01,마포자이2차,103674,558,6,20140306,110.16,145.63,162000,240000,97000,110000,0.0,N,N,N,37.549204,126.941975
0,아파트,A01,만민하늘애(도시형),141837,24,2,20160704,36.01,68.72,0,0,0,0,0.0,N,N,N,37.545391,126.941013
0,아파트,A01,성신,23611,17,1,20060119,57.24,86.55,0,0,0,0,0.0,N,N,N,37.553508,126.944923
0,아파트,A01,이대역스타힐스(도시형),106999,203,1,20140729,23.39,61.65,17500,19800,0,0,0.0,N,N,N,37.556343,126.9433
0,아파트,A01,고려(주상복합),3291,63,1,19841113,113.08,121.1,98000,100000,0,0,0.0,N,N,N,37.540932,126.945961
0,아파트,A01,도화3지구우성,405,1222,15,19910320,75.66,168.22,105000,200000,41790,85000,0.0,N,N,N,37.536774,126.948441
0,아파트,A01,도화현대,3294,196,2,19980924,79.47,135.67,91000,120000,50000,50000,0.0,N,N,N,37.54041,126.954124
0,아파트,A01,도화현대1차,407,1021,11,19960925,75.0,168.52,88000,169000,50000,78000,0.0,N,N,N,37.539927,126.954462
0,아파트,A01,마포동원베네스트,11500,167,3,20100429,66.54,107.14,95000,120000,55000,55000,0.0,N,N,N,37.540385,126.952328
0,아파트,A01,마포아크로타워(주상복합),22358,76,2,20070628,111.86,267.65,120000,150000,0,0,0.0,N,N,N,37.54131,126.948943
0,아파트,A01,마포트라팰리스(주상복합),13322,72,1,20060330,86.05,131.62,112000,145000,0,0,0.0,N,N,N,37.541612,126.947423
0,아파트,A01,마포한화오벨리스크(주상복합),12240,662,1,20041008,47.5,164.15,50000,290000,39000,39000,0.0,N,N,N,37.539953,126.945308
0,아파트,A01,삼성,404,982,14,19970516,90.64,159.07,125000,190000,60000,90000,0.0,N,N,N,37.540161,126.950419
0,아파트,A01,성지(주상복합),3292,84,1,19840213,82.56,165.14,73000,78000,0,0,0.0,N,N,N,37.541279,126.946432
0,아파트,A01,여정(도시형),123936,21,1,20121126,22.94,42.41,0,0,0,0,0.0,N,N,N,37.541356,126.951697
0,아파트,A01,정우맨션(주상복합),406,90,1,19830831,64.97,143.4,99000,150000,0,0,0.0,N,N,N,37.54258,126.94734
0,아파트,A01,현대예술,15971,19,1,19930809,123.14,132.09,0,0,0,0,0.0,N,N,N,37.539193,126.948984
0,아파트,A01,현대홈타운,841,914,10,20000311,79.7,139.06,98000,140000,50000,70000,0.0,N,N,N,37.537922,126.951967
0,아파트,A01,광남벨라스,101790,38,2,20031223,86.68,219.97,90000,92000,0,0,0.0,N,N,N,37.558609,126.922759
0,아파트,A01,대승(도시형),157321,27,1,20120612,17.69,25.48,0,0,0,0,0.0,N,N,N,37.556247,126.93168
0,아파트,A01,더라움(도시형),130293,39,3,20181031,37.75,47.81,0,0,0,0,0.0,N,N,N,37.556154,126.932132
0,아파트,A01,강변한신코아(주상복합),3295,88,1,19920612,69.63,112.48,0,0,22000,27000,0.0,N,N,N,37.536427,126.943954
0,아파트,A01,마포보성,409,133,2,19961128,80.43,141.01,83000,110000,0,0,0.0,N,N,N,37.536062,126.946381
0,아파트,A01,마포비체힐1리버뷰(도시형),106949,96,1,20121120,24.7,43.85,14000,19000,12000,12000,0.0,N,N,N,37.536323,126.94537
0,아파트,A01,마포쌍용황금,1148,339,6,20000807,85.93,144.34,93000,145000,55000,55000,0.0,N,N,N,37.537246,126.945832
0,아파트,A01,마포킹덤힐,113515,12,1,20040113,267.32,267.32,270000,270000,0,0,0.0,N,N,N,37.535522,126.945483
0,아파트,A01,강림스위트빌,14248,48,1,20040609,49.86,99.01,78000,85000,0,0,0.0,N,N,N,37.560626,126.898282
0,아파트,A01,강변타운,9404,41,1,20000512,75.11,106.64,67500,100000,0,0,0.0,N,N,N,37.55391,126.899829
0,아파트,A01,광남캐스빌(435-4),102094,19,1,20011228,59.86,129.31,0,0,0,0,0.0,N,N,N,37.560959,126.903065
0,아파트,A01,광남캐스빌(465-34),11377,66,4,20021022,38.53,99.74,68000,69500,0,0,0.0,N,N,N,37.561075,126.900041
0,아파트,A01,그린월드,103735,18,1,20030903,41.57,96.64,0,0,0,0,0.0,N,N,N,37.559954,126.897692
0,아파트,A01,길명,17811,18,1,20040423,93.16,138.85,0,0,49000,49000,0.0,N,N,N,37.554301,126.901193
0,아파트,A01,길명2차,104419,18,1,20050125,122.61,153.2,125000,125000,0,0,0.0,N,N,N,37.554969,126.9003
0,아파트,A01,꽃밭선호빌(도시형),122517,40,2,20180801,25.71,36.95,38000,38000,0,0,0.0,N,N,N,37.560041,126.89923
0,아파트,A01,노아아크빌,22319,19,1,20041206,101.21,132.99,0,0,0,0,0.0,N,N,N,37.561874,126.903549
0,아파트,A01,뉴서울,11405,14,1,20020530,47.53,87.41,0,0,0,0,0.0,N,N,N,37.555918,126.907112
0,아파트,A01,뉴성신,140440,29,1,20210405,54.44,104.2,65000,66000,0,0,0.0,N,N,N,37.559359,126.902815
0,아파트,A01,대명이튼캐슬(도시형),137416,123,7,20170516,23.57,63.1,0,0,0,0,0.0,N,N,N,37.55499,126.909133
0,아파트,A01,대성1차,3296,43,1,19940928,89.88,127.43,0,0,0,0,0.0,N,N,N,37.55743,126.90055
0,아파트,A01,대성2차,3297,39,1,19960622,79.08,109.33,75000,75000,0,0,0.0,N,N,N,37.55737,126.900808
0,아파트,A01,동교(426-1),22174,16,2,20041109,81.46,81.46,0,0,0,0,0.0,N,N,N,37.558443,126.902886
0,아파트,A01,동교(426-34),106933,16,2,20040923,81.46,81.46,0,0,0,0,0.0,N,N,N,37.558688,126.902974
0,아파트,A01,동보프리미아,24048,18,1,20041213,72.36,72.36,59000,59000,0,0,0.0,N,N,N,37.559871,126.896561
0,아파트,A01,두영이지안,14234,71,1,20040909,75.17,104.53,85000,95000,0,0,0.0,N,N,N,37.55846,126.8999
0,아파트,A01,리버뷰,102685,18,1,20051219,75.49,95.67,0,0,0,0,0.0,N,N,N,37.555171,126.899777
0,아파트,A01,리츠,107196,17,1,20130723,47.93,95.58,0,0,0,0,0.0,N,N,N,37.558101,126.906785
0,아파트,A01,마포(주상복합),8748,19,1,19960829,77.69,92.9,62000,64000,0,0,0.0,N,N,N,37.552788,126.904158
0,아파트,A01,마포영화블렌하임(주상복합),100315,130,2,20090918,117.93,171.36,100000,168000,65000,85000,0.0,N,N,N,37.558419,126.906113
0,아파트,A01,마포월드컵J-SKY(주상복합),132834,66,1,20211216,69.88,79.54,70000,79500,0,0,0.0,N,N,N,37.562512,126.903727
0,아파트,A01,마포한강아이파크,115201,385,6,20190805,76.96,142.18,116000,260000,80000,120000,0.0,N,N,N,37.55269,126.90306
0,아파트,A01,마포한강제이스카이(도시형),126426,149,2,20190910,44.16,69.47,40000,75000,45000,45000,0.0,N,N,N,37.55879,126.899327
0,아파트,A01,망원대림1차,3388,181,4,20021002,86.01,142.27,92000,140000,0,0,0.0,N,N,N,37.55352,126.90482
0,아파트,A01,망원대림2차,3387,240,3,20021218,78.98,136.8,113000,140000,0,0,0.0,N,N,N,37.557311,126.899281
0,아파트,A01,망원대상3차,1272,117,1,20000429,79.42,113.11,68000,82000,0,0,0.0,N,N,N,37.559386,126.899624
0,아파트,A01,망원대상4차,3298,43,1,20000429,81.22,154.73,0,0,0,0,0.0,N,N,N,37.55616,126.90523
0,아파트,A01,망원동원데쟈뷰,27124,101,1,20081010,100.43,134.83,85000,125000,70000,70000,0.0,N,N,N,37.560402,126.900345
0,아파트,A01,망원미원2차,937,105,1,19970430,58.63,126.82,60000,84000,39000,53000,0.0,N,N,N,37.55884,126.90218
0,아파트,A01,망원휴먼빌,10500,210,2,20040730,77.92,106.26,89000,105000,48000,70000,0.0,N,N,N,37.55867,126.89881
0,아파트,A01,목화,102492,18,1,20031124,101.69,101.92,0,0,58000,60000,0.0,N,N,N,37.557885,126.906754
0,아파트,A01,몬드리안,22383,19,1,20041125,76.51,142.89,0,0,0,0,0.0,N,N,N,37.561327,126.901984
0,아파트,A01,미원,1150,42,1,19960718,85.01,121.67,60000,60000,0,0,0.0,N,N,N,37.559449,126.906403
0,아파트,A01,백합,10160,43,1,20011019,49.52,108.07,45000,80000,40000,40000,0.0,N,N,N,37.557756,126.900701
0,아파트,A01,브라이튼망원(도시형),148361,12,1,20220217,27.48,39.87,0,0,37000,37000,0.0,N,N,N,37.555246,126.900974
0,아파트,A01,삼성화원,11469,48,1,20020327,109.93,109.93,0,0,60000,60000,0.0,N,N,N,37.55747,126.90665
0,아파트,A01,삼우월드,102725,19,1,20040617,32.59,106.68,51000,89000,0,0,0.0,N,N,N,37.554085,126.908971
0,아파트,A01,삼우하이뷰,15102,18,1,20031222,71.77,136.93,0,0,0,0,0.0,N,N,N,37.554285,126.908188
0,아파트,A01,삼화,25670,28,1,20051206,114.45,114.45,0,0,0,0,0.0,N,N,N,37.56155,126.90252
0,아파트,A01,상암마젤란21,13692,107,1,20050318,79.55,101.07,76000,76000,0,0,0.0,N,N,N,37.56231,126.902966
0,아파트,A01,성신,938,70,3,19760511,47.57,55.28,44500,53000,20000,25000,0.0,N,N,N,37.559639,126.902563
0,아파트,A01,성원1차,939,100,1,19980627,84.41,109.32,85000,90000,0,0,0.0,N,N,N,37.55674,126.90095
0,아파트,A01,성원2차,1149,134,1,19991229,80.77,139.46,63000,90000,75000,75000,0.0,N,N,N,37.556401,126.901275
0,아파트,A01,세광,23568,19,1,20040524,54.55,111.49,0,0,0,0,0.0,N,N,N,37.561382,126.901044
0,아파트,A01,솔루체,139344,36,1,20210107,52.2,69.92,69000,74000,65000,65000,0.0,N,N,N,37.55916,126.898163
0,아파트,A01,솔루체2차,147545,60,1,20220217,48.19,59.89,65000,65000,45000,45000,0.0,N,N,N,37.559549,126.898947
0,아파트,A01,송주보르미타운,102084,12,1,20040216,69.46,111.74,75000,88000,0,0,0.0,N,N,N,37.560067,126.903972
0,아파트,A01,스카이캐슬,126298,23,1,20190619,43.44,70.21,59000,59000,0,0,0.0,N,N,N,37.560228,126.905222
0,아파트,A01,시티,102236,31,1,20040511,83.2,101.76,0,0,0,0,0.0,N,N,N,37.556018,126.9066
0,아파트,A01,신부,10040,19,1,20010616,94.11,167.12,0,0,0,0,0.0,N,N,N,37.558596,126.901809
0,아파트,A01,신부파스카4차,25326,80,1,20040520,84.09,107.44,89000,93000,0,0,0.0,N,N,N,37.559404,126.900507
0,아파트,A01,신부파스카5차(도시형),107421,41,1,20131001,45.77,45.82,0,0,0,0,0.0,N,N,N,37.562085,126.902041
0,아파트,A01,신부파스카빌,105595,30,1,20020924,67.83,107.76,0,0,0,0,0.0,N,N,N,37.559967,126.898099
0,아파트,A01,예지안파크뷰,22432,55,1,20041229,102.95,104.22,82000,85000,0,0,0.0,N,N,N,37.55954,126.89654
0,아파트,A01,예향,13633,19,1,20011214,92.79,97.41,80000,80000,0,0,0.0,N,N,N,37.555753,126.900402
0,아파트,A01,우림,9934,119,1,20030321,77.0,107.66,0,0,0,0,0.0,N,N,N,37.5597,126.90111
0,아파트,A01,준하우징(도시형),145111,16,1,20201123,34.39,59.94,0,0,0,0,0.0,N,N,N,37.560866,126.903569
0,아파트,A01,참존1차(주상복합),100525,19,1,20050905,78.64,120.39,75000,75000,0,0,0.0,N,N,N,37.5563,126.899104
0,아파트,A01,참존2차,26367,35,2,20051102,97.43,98.57,76000,85000,0,0,0.0,N,N,N,37.55579,126.89894
0,아파트,A01,천우,12745,12,1,20021224,80.1,82.77,0,0,43000,43000,0.0,N,N,N,37.559881,126.901417
0,아파트,A01,청화,12912,18,1,20030512,74.42,114.78,80000,80000,0,0,0.0,N,N,N,37.557494,126.903544
0,아파트,A01,크라운빌,13109,18,1,20010808,105.84,113.91,0,0,0,0,0.0,N,N,N,37.555419,126.900263
0,아파트,A01,탑건진선미,14227,64,1,20040416,87.7,109.15,110000,110000,0,0,0.0,N,N,N,37.56116,126.89958
0,아파트,A01,태경크레앙스,19483,31,2,20040930,31.07,98.01,100000,100000,0,0,0.0,N,N,N,37.55426,126.90068
0,아파트,A01,태영,13388,12,1,20021230,73.84,73.84,0,0,0,0,0.0,N,N,N,37.55728,126.903719
0,아파트,A01,태청,24871,33,1,20030522,70.52,100.45,80000,90000,0,0,0.0,N,N,N,37.555848,126.906727
0,아파트,A01,한강그린빌,104308,19,1,20111004,57.4,76.97,69000,70000,0,0,0.0,N,N,N,37.552192,126.90205
0,아파트,A01,한강대주파크빌1차,9433,86,1,20030401,98.74,99.09,105000,110000,0,0,0.0,N,N,N,37.553817,126.900453
0,아파트,A01,한강대주파크빌2차,100334,117,1,20030410,106.66,123.94,140000,140000,57000,60000,0.0,N,N,N,37.555004,126.898331
0,아파트,A01,한강로얄스위트,26338,14,1,20051202,129.69,129.69,0,0,0,0,0.0,N,N,N,37.556317,126.900937
0,아파트,A01,한강월드컵,101660,36,1,20060518,50.21,110.7,63000,65000,0,0,0.0,N,N,N,37.560828,126.899637
0,아파트,A01,함성드림빌,24733,34,1,20040310,73.05,108.88,73000,85000,0,0,0.0,N,N,N,37.559463,126.900121
0,아파트,A01,함성월드빌1차,11542,81,1,20030710,71.4,104.36,80000,80000,0,0,0.0,N,N,N,37.560435,126.904849
0,아파트,A01,함성월드빌2차,101937,43,1,20041108,85.19,106.67,0,0,0,0,0.0,N,N,N,37.554332,126.909341
0,아파트,A01,함성월드빌3차,25671,40,1,20050624,64.55,111.44,0,0,0,0,0.0,N,N,N,37.559185,126.906034
0,아파트,A01,해오름(382-3),103077,14,1,20070412,54.08,107.44,0,0,0,0,0.0,N,N,N,37.554352,126.907598
0,아파트,A01,"해오름(400-2,주상복합)",104861,19,1,20111228,114.26,114.33,0,0,60000,60000,0.0,N,N,N,37.554922,126.905926
0,아파트,A01,현대그린,13771,12,1,20030821,93.14,93.14,69000,69000,0,0,0.0,N,N,N,37.56091,126.898787
0,아파트,A01,현대리버빌,18457,19,1,20040615,132.56,141.56,115000,115000,80000,80000,0.0,N,N,N,37.553225,126.900745
0,아파트,A01,현진에버빌,9633,56,1,20031128,102.57,102.57,110000,130000,0,0,0.0,N,N,N,37.555664,126.897529
0,아파트,A01,래미안밤섬리베뉴I,104791,429,6,20141017,84.69,159.1,130000,250000,87000,90000,0.0,N,N,N,37.547162,126.925379
0,아파트,A01,래미안밤섬리베뉴II,104792,530,8,20141017,85.25,176.12,132000,260000,75000,95000,0.0,N,N,N,37.546658,126.927344
0,아파트,A01,밤섬리버베르빌,9280,34,1,20040608,202.86,202.86,260000,260000,0,0,0.0,N,N,N,37.544478,126.92251
0,아파트,A01,밤섬리버빌(도시형),121344,19,1,20110719,17.55,31.13,0,0,0,0,0.0,N,N,N,37.545389,126.923979
0,아파트,A01,밤섬리오팰리스,13323,11,1,20030625,173.35,264.08,220000,220000,0,0,0.0,N,N,N,37.545721,126.924461
0,아파트,A01,사제감빌(도시형),123624,13,1,20111215,16.9,35.57,0,0,0,0,0.0,N,N,N,37.545798,126.923973
0,아파트,A01,상수두산위브,9738,258,4,20041229,104.89,136.12,127000,200000,75000,85000,0.0,N,N,N,37.546666,126.924368
0,아파트,A01,상수월드메르디앙Ⅲ,8876,24,1,20001117,174.96,177.91,200000,220000,110000,120000,0.0,N,N,N,37.544737,126.923253
0,아파트,A01,신구강변연가,9859,54,1,20040110,183.99,267.34,240000,240000,230000,230000,0.0,N,N,N,37.544819,126.926352
0,아파트,A01,DMC상암센트럴파크1단지,26193,213,5,20090622,108.62,145.72,105000,175000,52500,52500,0.0,N,N,N,37.574229,126.896021
0,아파트,A01,DMC상암센트럴파크2단지,100716,184,3,20090622,53.49,100.83,60000,107000,0,0,0.0,N,N,N,37.575108,126.896574
0,아파트,A01,상암월드컵파크10단지,101609,861,16,20100720,80.75,112.79,88000,110000,58000,63000,0.0,N,N,N,37.58583,126.882218
0,아파트,A01,상암월드컵파크11단지,101610,588,9,20100623,114.09,114.31,93000,120000,0,0,0.0,N,N,N,37.587695,126.881261
0,아파트,A01,상암월드컵파크12단지,101611,380,9,20101014,81.23,153.2,83000,145000,51000,80000,0.0,N,N,N,37.586612,126.880123
0,아파트,A01,상암월드컵파크2단지,13940,657,7,20031112,69.79,83.98,78000,100000,50000,55000,0.0,N,N,N,37.574808,126.891541
0,아파트,A01,상암월드컵파크3단지,13941,540,9,20030930,108.46,108.59,105000,145000,70000,70000,0.0,N,N,N,37.572934,126.889588
0,아파트,A01,상암월드컵파크4단지,23620,761,12,20061011,109.61,134.93,106000,180000,67000,90000,0.0,N,N,N,37.578416,126.889065
0,아파트,A01,상암월드컵파크5단지,19427,436,8,20050920,108.57,134.03,110000,150000,63000,75000,0.0,N,N,N,37.580234,126.885958
0,아파트,A01,상암월드컵파크6단지,19428,484,14,20050715,108.03,132.3,110000,175000,60000,85000,0.0,N,N,N,37.579867,126.883382
0,아파트,A01,상암월드컵파크7단지,17628,733,17,20050602,108.25,133.83,103000,150000,61000,75000,0.0,N,N,N,37.582138,126.881458
0,아파트,A01,상암월드컵파크9단지,101608,1036,16,20101014,113.89,116.43,92000,125000,58000,65000,0.0,N,N,N,37.583626,126.878797
0,아파트,A01,상암카이저팰리스클래식(주상복합),26204,240,2,20101230,118.6,326.9,120000,650000,80000,150000,0.0,N,N,N,37.573749,126.890798
0,아파트,A01,예인하우스,105845,19,1,20121012,25.98,115.77,58000,58000,0,0,0.0,N,N,N,37.574583,126.894408
0,아파트,A01,태림펜트윈(도시형),142365,29,1,20210709,17.3,36.63,41000,65000,31000,31000,0.0,N,N,N,37.576985,126.896978
0,아파트,A01,해피하우스(도시형),154222,18,1,20130812,15.22,26.68,0,0,0,0,0.0,N,N,N,37.574412,126.895009
0,아파트,A01,MJ더퍼스트홍대(도시형),120403,45,1,20180725,18.74,21.97,26000,28000,24500,24500,0.0,N,N,N,37.553625,126.919822
0,아파트,A01,MJ블랑로튜스(도시형),154341,20,1,20230420,20.49,23.67,50080,50080,0,0,0.0,N,N,N,37.552403,126.919171
0,아파트,A01,광남벨라스(주상복합),26110,18,1,20040716,96.93,148.11,120000,125000,0,0,0.0,N,N,N,37.554791,126.916137
0,아파트,A01,광남벨라스2차(주상복합),26111,18,1,20050602,140.11,155.76,115000,120000,0,0,0.0,N,N,N,37.556097,126.915074
0,아파트,A01,기정메이,23732,30,2,20040422,74.99,137.97,80000,86000,0,0,0.0,N,N,N,37.558017,126.916206
0,아파트,A01,대운,107297,19,1,20030129,79.64,101.45,0,0,0,0,0.0,N,N,N,37.552909,126.915292
0,아파트,A01,더한울(도시형),152530,9,1,20220503,35.65,68.54,62000,63000,0,0,0.0,N,N,N,37.558,126.911273
0,아파트,A01,메세나폴리스(주상복합),103831,617,3,20120719,163.2,322.11,200000,320000,160000,210000,0.0,N,N,N,37.551156,126.913732
0,아파트,A01,서교대아,9002,44,1,19970116,53.92,125.52,0,0,0,0,0.0,N,N,N,37.55579,126.92904
0,아파트,A01,서교대우미래사랑(주상복합),13479,366,1,20050830,33.28,112.34,26000,95000,25500,60000,0.0,N,N,N,37.557427,126.916755
0,아파트,A01,서교삼익플라주1차,27865,48,1,20071206,94.41,103.08,103000,103000,0,0,0.0,N,N,N,37.557753,126.917859
0,아파트,A01,서교진아(도시형),107473,19,1,20131023,22.98,36.92,0,0,0,0,0.0,N,N,N,37.551397,126.915507
0,아파트,A01,서교푸르지오(주상복합),22189,136,1,20041126,115.8,115.88,109000,109000,64000,75000,0.0,N,N,N,37.553833,126.923733
0,아파트,A01,센트레,107258,12,1,20020911,73.69,91.03,70000,70000,0,0,0.0,N,N,N,37.557805,126.915697
0,아파트,A01,신세계드림빌,105534,12,1,20031023,64.03,106.35,0,0,0,0,0.0,N,N,N,37.55769,126.911975
0,아파트,A01,안인(도시형),117284,20,2,20170530,61.76,69.12,0,0,0,0,0.0,N,N,N,37.553315,126.913121
0,아파트,A01,에덴지우,107945,19,1,20110512,66.67,99.52,76000,76000,0,0,0.0,N,N,N,37.556825,126.914896
0,아파트,A01,엘림,101769,12,1,20020703,72.87,91.01,0,0,0,0,0.0,N,N,N,37.557761,126.915777
0,아파트,A01,영진(주상복합),12897,48,1,19711217,41.65,75.37,38000,38000,0,0,0.0,N,N,N,37.55346,126.91265
0,아파트,A01,청기와,15978,16,1,19990921,68.35,78.02,53000,53000,0,0,0.0,N,N,N,37.55537,126.914476
0,아파트,A01,카라,160737,19,1,20230719,96.27,96.27,0,0,0,0,0.0,N,N,N,37.553134,126.913075
0,아파트,A01,푸른마을,121566,15,1,20011123,43.71,89.85,0,0,0,0,0.0,N,N,N,37.553217,126.915007
0,아파트,A01,함성참좋은,103772,19,1,20040602,106.58,191.96,90000,90000,0,0,0.0,N,N,N,37.557731,126.911567
0,아파트,A01,LG,102331,24,2,20030521,42.38,129.43,0,0,0,0,0.0,N,N,N,37.562312,126.908059
0,아파트,A01,골드리치(도시형),122715,23,2,20180517,28.77,49.9,0,0,0,0,0.0,N,N,N,37.563004,126.9056
0,아파트,A01,골든빌2차,103748,18,1,20030929,120.18,149.49,83000,95000,0,0,0.0,N,N,N,37.561112,126.916713
0,아파트,A01,골든빌3차,108972,12,1,20030826,95.31,95.46,0,0,0,0,0.0,N,N,N,37.565321,126.912871
0,아파트,A01,골든빌6차,102792,9,1,20041201,92.98,216.12,56000,56000,0,0,0.0,N,N,N,37.563083,126.911591
0,아파트,A01,그레이스,25260,13,1,20021028,42.17,92.39,0,0,0,0,0.0,N,N,N,37.559265,126.908828
0,아파트,A01,노블에비뉴(도시형),110112,70,3,20150501,36.8,53.54,0,0,0,0,0.0,N,N,N,37.56126,126.906365
0,아파트,A01,다이아캐슬(도시형),152537,28,3,20171228,31.21,71.09,0,0,0,0,0.0,N,N,N,37.561725,126.907713
0,아파트,A01,대원,8422,112,1,19990630,80.39,114.33,63000,67000,55000,55000,0.0,N,N,N,37.564522,126.910336
0,아파트,A01,라인성서,106666,11,1,20050713,38.17,98.3,0,0,53000,53000,0.0,N,N,N,37.559441,126.911383
0,아파트,A01,만민하늘애,159278,26,1,20230612,58.8,61.1,79500,84900,50000,50000,0.0,N,N,N,37.564281,126.912377
0,아파트,A01,반트,107087,19,1,20130121,82.09,87.72,80000,80000,0,0,0.0,N,N,N,37.559399,126.909754
0,아파트,A01,벨로스,100758,17,1,20060711,31.65,100.24,59000,63000,0,0,0.0,N,N,N,37.559321,126.90911
0,아파트,A01,벨뷰성산(도시형),148434,10,1,20220426,38.57,53.28,0,0,0,0,0.0,N,N,N,37.558503,126.914344
0,아파트,A01,보영퍼팩트,108032,12,1,20020417,124.68,130.3,0,0,0,0,0.0,N,N,N,37.559229,126.914771
0,아파트,A01,부림베스트빌,25568,14,1,20021116,84.5,94.72,0,0,0,0,0.0,N,N,N,37.559189,126.90841
0,아파트,A01,"블룸에비뉴(민간임대,도시형)",113311,48,2,20160519,64.67,67.02,0,0,0,0,0.0,N,N,N,37.561272,126.906323
0,아파트,A01,삼우캐슬,104158,19,1,20080226,83.26,118.36,0,0,0,0,0.0,N,N,N,37.558177,126.910055
0,아파트,A01,삼호,14381,16,1,20010728,85.98,98.32,81000,81000,0,0,0.0,N,N,N,37.55986,126.915841
0,아파트,A01,상인파크빌,101613,12,1,20021120,80.48,103.12,0,0,0,0,0.0,N,N,N,37.561582,126.906066
0,아파트,A01,서교삼익플라주2차,102048,18,1,20071226,71.22,98.89,0,0,0,0,0.0,N,N,N,37.558453,126.915619
0,아파트,A01,선경빌라트,110770,10,1,20010214,73.7,89.98,65000,65000,0,0,0.0,N,N,N,37.562134,126.916109
0,아파트,A01,성사풍림1차,412,172,1,20000401,65.7,142.04,63000,105000,43000,55000,0.0,N,N,N,37.568669,126.91246
0,아파트,A01,성산e편한세상2차,13838,189,3,20050726,81.63,109.19,85000,110000,55000,57000,0.0,N,N,N,37.569747,126.905347
0,아파트,A01,성산동성,8421,127,1,19990831,80.49,108.69,70000,130000,0,0,0.0,N,N,N,37.564876,126.905724
0,아파트,A01,성산성일,104020,16,1,20070823,61.46,139.8,0,0,0,0,0.0,N,N,N,37.562356,126.914759
0,아파트,A01,성산월드타운대림,8015,795,10,20040824,84.01,188.56,78000,130000,0,0,0.0,N,N,N,37.569868,126.907688
0,아파트,A01,성산자담이움,106576,49,1,20060811,85.88,166.24,80000,83000,0,0,0.0,N,N,N,37.559696,126.910621
0,아파트,A01,성산힐,103816,19,1,20110209,62.02,112.68,50000,75000,0,0,0.0,N,N,N,37.562951,126.910902
0,아파트,A01,세원,8420,81,1,19961227,82.11,102.09,51000,65000,39000,45000,0.0,N,N,N,37.568714,126.907649
0,아파트,A01,아성뜨란채(도시형),142140,28,2,20180718,32.92,58.37,0,0,0,0,0.0,N,N,N,37.566674,126.907754
0,아파트,A01,엔트라움마포(도시형),156859,20,1,20230131,29.79,35.92,46000,48000,41000,43000,0.0,N,N,N,37.559774,126.916254
0,아파트,A01,예림아너스빌,107135,12,1,20060927,77.18,77.18,0,0,0,0,0.0,N,N,N,37.562211,126.916618
0,아파트,A01,월드,102496,10,1,20001121,91.65,142.97,73000,73000,0,0,0.0,N,N,N,37.56494,126.913624
0,아파트,A01,월드컵IPARK1차,27020,320,5,20090305,78.41,140.66,86000,117000,55000,55000,0.0,N,N,N,37.567823,126.914601
0,아파트,A01,월드컵IPARK2차,27021,70,1,20081204,105.52,119.01,108000,113000,0,0,0.0,N,N,N,37.567225,126.913206
0,아파트,A01,월드컵빌리지(주상복합),101601,10,1,20060131,59.79,67.07,0,0,25000,25000,0.0,N,N,N,37.569598,126.904772
0,아파트,A01,유안,25128,15,1,20021212,76.06,95.96,80000,80000,0,0,0.0,N,N,N,37.559863,126.909049
0,아파트,A01,"이레빌라트(251-10,도시형)",113937,32,2,20110531,16.05,25.5,0,0,0,0,0.0,N,N,N,37.558545,126.908918
0,아파트,A01,"이레빌라트(257-3,도시형)",113936,13,1,20120215,17.92,66.67,0,0,0,0,0.0,N,N,N,37.560796,126.907866
0,아파트,A01,한림(101동),101486,19,1,20040701,79.64,173.3,72000,72000,0,0,0.0,N,N,N,37.565017,126.906276
0,아파트,A01,한림(201동),101487,10,1,20040701,85.3,101.02,68000,68000,0,0,0.0,N,N,N,37.565145,126.906558
